日期,距離,光線
2022-11-15 08:55:32,99.02357614690891,213.48314606741582
2022-11-15 08:56:00,92.18959564327633,210.552027357108
2022-11-15 08:58:53,97.56985288600458,216.41426477772342
2022-11-15 08:59:25,97.1379116632288,211.52906692721052
2022-11-15 08:59:55,96.84900688001972,219.34538348803125
2022-11-15 09:00:26,98.04945575524833,209.57498778700545
2022-11-15 09:00:56,98.0764703203372,220.32242305813378
2022-11-15 09:01:26,97.34005747797892,211.52906692721052
2022-11-15 09:01:57,97.07974626257464,211.52906692721052
2022-11-15 09:02:27,100,209.57498778700545
2022-11-15 09:02:57,100,211.52906692721052
2022-11-15 09:03:28,32.82013554545756,211.52906692721052
2022-11-15 09:03:58,34.00151631860854,222.27650219833905
2022-11-15 09:04:28,100,218.3683439179287
2022-11-15 09:04:59,100,219.34538348803125
2022-11-15 09:13:20,100,216.41426477772342
2022-11-15 09:13:52,100,214.46018563751835
2022-11-15 09:14:23,100,208.5979482169027
2022-11-15 09:14:54,100,211.52906692721052
2022-11-15 09:15:24,100,220.32242305813378
2022-11-15 09:15:54,100,214.46018563751835
2022-11-15 09:16:25,100,220.32242305813378
2022-11-15 09:16:55,100,219.34538348803125
2022-11-15 09:17:25,100,210.552027357108
2022-11-15 09:17:56,100,217.39130434782618
2022-11-15 09:18:26,100,218.3683439179287
2022-11-15 09:18:56,100,216.41426477772342
2022-11-15 09:19:27,100,209.57498778700545
2022-11-15 09:19:57,100,219.34538348803125
2022-11-15 09:20:27,100,211.52906692721052
2022-11-15 09:20:58,100,214.46018563751835
2022-11-15 09:21:28,100,208.5979482169027
2022-11-15 09:21:58,100,206.64386907669763
2022-11-15 09:22:29,100,217.39130434782618
2022-11-15 09:22:59,100,215.43722520762088
2022-11-15 09:23:29,100,218.3683439179287
2022-11-15 09:24:00,100,214.46018563751835
2022-11-15 09:24:30,100,219.34538348803125
2022-11-15 09:25:00,100,219.34538348803125
2022-11-15 09:25:31,100,212.50610649731306
2022-11-15 09:26:01,100,207.62090864680016
2022-11-15 09:26:31,100,212.50610649731306
2022-11-15 09:27:02,100,210.552027357108
2022-11-15 09:27:32,100,220.32242305813378
2022-11-15 09:28:02,100,212.50610649731306
2022-11-15 09:28:33,100,212.50610649731306
2022-11-15 09:29:03,100,222.27650219833905
2022-11-15 09:29:33,100,223.25354176844158
2022-11-15 09:30:04,100,219.34538348803125
2022-11-15 09:30:34,100,213.48314606741582
2022-11-15 09:31:04,100,217.39130434782618
2022-11-15 09:31:35,100,209.57498778700545
2022-11-15 09:32:05,100,212.50610649731306
2022-11-15 09:32:35,100,218.3683439179287
2022-11-15 09:33:06,100,215.43722520762088
2022-11-15 09:33:36,100,211.52906692721052
2022-11-15 09:34:06,100,208.5979482169027
2022-11-15 09:34:37,100,219.34538348803125
2022-11-15 09:35:07,100,222.27650219833905
2022-11-15 09:35:37,100,207.62090864680016
2022-11-15 09:36:08,100,211.52906692721052
2022-11-15 09:36:38,100,213.48314606741582
2022-11-15 09:37:08,100,221.2994626282365
2022-11-15 09:37:39,100,212.50610649731306
2022-11-15 09:38:09,100,217.39130434782618
2022-11-15 09:38:39,100,208.5979482169027
2022-11-15 09:39:10,100,217.39130434782618
2022-11-15 09:39:40,100,209.57498778700545
2022-11-15 09:40:10,100,223.25354176844158
2022-11-15 09:40:41,100,211.52906692721052
2022-11-15 09:41:11,100,211.52906692721052
2022-11-15 09:41:41,100,209.57498778700545
2022-11-15 09:42:12,100,216.41426477772342
2022-11-15 09:42:42,100,210.552027357108
2022-11-15 09:43:12,100,209.57498778700545
2022-11-15 09:43:43,100,216.41426477772342
2022-11-15 09:44:13,100,224.2305813385441
2022-11-15 09:44:43,100,223.25354176844158
2022-11-15 09:45:14,100,204.68978993649233
2022-11-15 09:45:44,100,218.3683439179287
2022-11-15 09:46:14,100,218.3683439179287
2022-11-15 09:46:45,100,222.27650219833905
2022-11-15 09:47:15,100,222.27650219833905
2022-11-15 09:47:45,100,208.5979482169027
2022-11-15 09:48:16,100,219.34538348803125
2022-11-15 09:48:46,100,212.50610649731306
2022-11-15 09:49:16,100,208.5979482169027
2022-11-15 09:49:47,100,222.27650219833905
2022-11-15 09:50:17,100,219.34538348803125
2022-11-15 09:50:47,100,210.552027357108
2022-11-15 09:51:18,100,215.43722520762088
2022-11-15 09:51:48,100,219.34538348803125
2022-11-15 09:52:18,100,211.52906692721052
2022-11-15 09:52:49,100,215.43722520762088
2022-11-15 09:53:19,100,208.5979482169027
2022-11-15 09:53:49,100,212.50610649731306
2022-11-15 09:54:20,100,215.43722520762088
2022-11-15 09:54:50,100,213.48314606741582
2022-11-15 09:55:20,100,208.5979482169027
2022-11-15 09:55:51,100,216.41426477772342
2022-11-15 09:56:21,100,219.34538348803125
2022-11-15 09:56:51,100,212.50610649731306
2022-11-15 09:57:22,100,220.32242305813378
2022-11-15 09:57:52,100,216.41426477772342
2022-11-15 09:58:22,100,220.32242305813378
2022-11-15 09:58:53,100,212.50610649731306
2022-11-15 09:59:23,100,211.52906692721052
2022-11-15 09:59:54,100,209.57498778700545
2022-11-15 10:00:24,100,220.32242305813378
2022-11-15 10:00:54,100,222.27650219833905
2022-11-15 10:01:25,100,221.2994626282365
2022-11-15 10:01:55,100,216.41426477772342
2022-11-15 10:02:25,100,214.46018563751835
2022-11-15 10:02:56,100,218.3683439179287
2022-11-15 10:03:26,100,214.46018563751835
2022-11-15 10:03:56,100,219.34538348803125
2022-11-15 10:04:27,100,218.3683439179287
2022-11-15 10:04:57,100,209.57498778700545
2022-11-15 10:05:27,100,221.2994626282365
2022-11-15 10:05:58,100,211.52906692721052
2022-11-15 10:06:28,100,212.50610649731306
2022-11-15 10:06:58,100,220.32242305813378
2022-11-15 10:07:29,100,213.48314606741582
2022-11-15 10:07:59,100,212.50610649731306
2022-11-15 10:08:29,100,217.39130434782618
2022-11-15 10:09:00,100,220.32242305813378
2022-11-15 10:09:30,100,220.32242305813378
2022-11-15 10:10:00,100,210.552027357108
2022-11-15 10:10:31,100,214.46018563751835
2022-11-15 10:11:01,100,215.43722520762088
2022-11-15 10:11:32,100,222.27650219833905
2022-11-15 10:12:02,100,214.46018563751835
2022-11-15 10:12:32,100,217.39130434782618
2022-11-15 10:13:03,100,216.41426477772342
2022-11-15 10:13:34,100,225.20762090864687
2022-11-15 10:14:04,100,225.20762090864687
2022-11-15 10:14:35,100,217.39130434782618
2022-11-15 10:15:06,100,222.27650219833905
2022-11-15 10:15:37,100,215.43722520762088
2022-11-15 10:16:07,100,224.2305813385441
2022-11-15 10:16:37,100,217.39130434782618
2022-11-15 10:17:08,100,215.43722520762088
2022-11-15 10:17:38,100,217.39130434782618
2022-11-15 10:18:08,100,216.41426477772342
2022-11-15 10:18:39,100,223.25354176844158
2022-11-15 10:19:09,100,205.6668295065951
2022-11-15 10:19:40,100,220.32242305813378
2022-11-15 10:20:10,100,229.11577918905724
2022-11-15 10:20:40,100,221.2994626282365
2022-11-15 10:21:11,100,229.11577918905724
2022-11-15 10:21:41,100,231.0698583292623
2022-11-15 10:22:11,100,218.3683439179287
2022-11-15 10:22:41,100,232.04689789936484
2022-11-15 10:23:12,100,224.2305813385441
2022-11-15 10:23:42,100,232.04689789936484
2022-11-15 10:24:12,100,227.16170004885194
2022-11-15 10:24:43,100,231.0698583292623
2022-11-15 10:25:13,100,225.20762090864687
2022-11-15 10:25:44,100,220.32242305813378
2022-11-15 10:26:14,100,216.41426477772342
2022-11-15 10:26:44,100,207.62090864680016
2022-11-15 10:27:15,100,205.6668295065951
2022-11-15 10:27:45,100,213.48314606741582
2022-11-15 10:28:15,100,206.64386907669763
2022-11-15 10:28:46,100,203.7127503663898
2022-11-15 10:29:16,100,205.6668295065951
2022-11-15 10:29:46,100,213.48314606741582
2022-11-15 10:30:17,35.26979337057128,217.39130434782618
2022-11-15 10:30:47,34.245745809182154,214.46018563751835
2022-11-15 10:31:17,100,207.62090864680016
2022-11-15 10:31:48,100,204.68978993649233
2022-11-15 10:32:18,34.712013039676094,218.3683439179287
2022-11-15 10:32:48,33.79442755749824,217.39130434782618
2022-11-15 10:33:19,34.117675499536745,206.64386907669763
2022-11-15 10:33:49,34.41833693829176,204.68978993649233
2022-11-15 10:34:20,100,206.64386907669763
2022-11-15 10:34:50,33.8147828787678,207.62090864680016
2022-11-15 10:35:20,35.201793565652224,219.34538348803125
2022-11-15 10:35:51,33.59262501472767,210.552027357108
2022-11-15 10:36:21,33.266219067257225,208.5979482169027
2022-11-15 10:36:51,35.171912794265154,208.5979482169027
2022-11-15 10:37:22,33.69877816320604,210.552027357108
2022-11-15 10:37:52,33.76075376419976,207.62090864680016
2022-11-15 10:38:22,33.32882968473041,213.48314606741582
2022-11-15 10:38:53,33.15560353914134,219.34538348803125
2022-11-15 10:39:23,33.566245489532776,211.52906692721052
2022-11-15 10:39:53,33.264931848065316,209.57498778700545
2022-11-15 10:40:24,33.32979083378541,213.48314606741582
2022-11-15 10:40:54,33.82209433310436,213.48314606741582
2022-11-15 10:41:24,34.09256603852009,210.552027357108
2022-11-15 10:41:55,34.394205765734114,207.62090864680016
2022-11-15 10:42:25,34.74966865369424,215.43722520762088
2022-11-15 10:42:55,34.280243448987676,212.50610649731306
2022-11-15 10:43:26,34.094316661616176,223.25354176844158
2022-11-15 10:43:56,34.26913898834937,221.2994626282365
2022-11-15 10:44:26,33.77173806169412,211.52906692721052
2022-11-15 10:44:57,33.387166736984,213.48314606741582
2022-11-15 10:45:27,33.418334758782294,215.43722520762088
2022-11-15 10:45:57,35.775346690645165,205.6668295065951
2022-11-15 10:46:28,33.459028230698095,207.62090864680016
2022-11-15 10:46:58,33.89701080851046,216.41426477772342
2022-11-15 10:47:29,35.67015467561214,210.552027357108
2022-11-15 10:47:59,33.80578946821879,216.41426477772342
2022-11-15 10:48:29,33.86872617143854,205.6668295065951
